name,latitude,longitude,type,rating,comment,status
Seward Park,40.71518727,-73.98935794,E Wheelchair,N/A,"E Wheelchair, Near Ballfield, Just Outside Playground, Under Tree",Active
Playground Eighty Nine LXXXIX,40.78877968,-73.97189095,E Wheelchair,N/A,"E Wheelchair, Under Tree, In Playground",Active
Hudson Park,40.75496743,-74.0012322,F,N/A,"F, Out in Open",Active
McCarren Park,40.72077613,-73.94976699,C,N/A,"C, Under Tree, Just Outside Playground",Active
Rockaway Beach Boardwalk,40.58607201,-73.80716755,D,N/A,"D, In Playground",Active
Rockaway Beach and Boardwalk,40.58653713,-73.79972674,Trough,N/A,"Trough, Out in Open",Active
Bellevue South Park,40.73974279,-73.97826735,Bottle Filler High Low,N/A,"Bottle Filler High Low, Just Outside Playground",Active
Stuyvesant Square,40.73440134,-73.98427416,B,N/A,"B, Out in Open, Under Tree",Active
Columbus Park,40.71529891,-73.99971728,C,N/A,"C, Near Ballfield, Under Tree",Active
Astoria Heights Playground,40.76008367,-73.91192206,Bottle Filler High Low,N/A,"Bottle Filler High Low, Out in Open",Active
Heckscher Playground,40.6949903,-73.9184616,C,N/A,"C, Out in Open, In Playground",Active
Hickman Playground,40.62052617,-73.91319471,D,N/A,"D, Out in Open, Near Ballfield",Active
Joseph Austin Playground,40.71546909,-73.8005958,A,N/A,"A, In Playground",Active
"Phil ""Scooter"" Rizzuto Park",40.69513371,-73.82090878,D,N/A,"D, Near Ballfield",Active
Isham Park,40.86982004,-73.91928665,E Wheelchair,N/A,"E Wheelchair, Under Tree",Active
Dr. Charles R. Drew Park,40.68017797,-73.80323125,A,N/A,"A, Near Ballfield",Active
Belmont Playground,40.84991935,-73.88725955,D,N/A,D,Active
Hilton White Playground,40.82283138,-73.90745244,CS Concrete,N/A,"CS Concrete, Just Outside Playground",Active
Flushing Fields,40.77608887,-73.81681005,A,N/A,"A, Under Tree, Near Ballfield",Active
St. Nicholas Park,40.8140087,-73.95039738,C,N/A,"C, Near Ballfield",Active
Whole Foods PAA,40.67503175,-73.99021856,Pedestal,N/A,"Pedestal, Out in Open",Active
Garden Playground,40.70111827,-73.93788556,C,N/A,"C, Just Outside Playground, Near Ballfield, Out in Open",Active
Saratoga Park,40.68470045,-73.91954222,D,N/A,"D, Under Tree, In Playground",Active
Bronx Park,40.86992681,-73.87612069,A,N/A,"A, In Playground",Active
Broad Channel Park,40.60115496,-73.81974175,A,N/A,"A, Just Outside Playground",Active
Tappen Park,40.62679783,-74.07663256,E Wheelchair Dog,N/A,"E Wheelchair Dog, Out in Open",Active
Marc And Jason's Playground,40.66342409,-73.94888744,A,N/A,"A, Near Ballfield, Out in Open",Active
Merriam Playground,40.83893937,-73.92641149,A,N/A,"A, Under Tree, In Shade, In Playground",Active
Peters Field,40.70615857,-73.7747124,A,N/A,"A, Under Tree",Active
Franklin D. Roosevelt Boardwalk and Beach,40.58908966,-74.06749172,B,N/A,"B, In Playground",Active
Riverside Park,40.79622982,-73.97508958,B,N/A,"B, Under Tree",Active
Ciccarone Park,40.85593524,-73.8867058,E Wheelchair,N/A,"E Wheelchair, Out in Open, In Playground",Active
Maple Playground,40.75599813,-73.82595781,C,N/A,"C, In Playground",Active
McGuire Fields,40.62036611,-73.90016987,A,N/A,"A, Near Ballfield, Out in Open",Active
Thomas Jefferson Park,40.79369497,-73.93514491,Other,N/A,"Other, In Playground, Near Ballfield",Active
Central Park,40.78474007,-73.96726044,E Wheelchair,N/A,"E Wheelchair, In Shade, Under Tree",Active
Kaltenmeier Playground,40.61476705,-74.06871621,A,N/A,"A, Under Tree",Active
Southern Fields,40.66554184,-73.82448671,C,N/A,"C, Near Ballfield",Active
Gen. Douglas MacArthur Park,40.5862323,-74.09997899,A,N/A,"A, Near Ballfield",Active
Dyker Beach Park,40.60637327,-74.01692661,A,N/A,"A, Just Outside Playground",Active
Battery Park City,40.71622289,-74.01433264,Other,N/A,"Other, In Shade, Near Ballfield",Active
Canarsie Park,40.62836273,-73.89356111,Other,N/A,"Other, Near Ballfield, Out in Open",Active
Baruch Playground,40.71730491,-73.97699492,E Wheelchair,N/A,"E Wheelchair, Under Tree, Near Ballfield, Just Outside Playground",Active
Linden Park,40.65929096,-73.88628046,A,N/A,"A, Under Tree",Active
McCarren Park,40.72158485,-73.94996725,A,N/A,"A, Under Tree, In Shade, In Playground",Active
Beach 9 Playground,40.59564799,-73.74452832,A,N/A,"A, In Playground",Active
Stop & Go Playground,40.8448611,-73.89893846,D,N/A,"D, Under Tree, In Playground",Active
Inwood Hill Park,40.87048726,-73.92138981,A,N/A,"A, Under Tree",Active
Montbellier Park,40.67574174,-73.75626863,D,N/A,"D, Out in Open, Near Ballfield",Active
Central Park,40.77560409,-73.96547704,E Wheelchair Dog,N/A,"E Wheelchair Dog, Under Tree, In Shade",Active
Robert E. Venable Park,40.67395121,-73.86529988,C,N/A,"C, In Playground",Active
St. John's Recreation Center,40.67438336,-73.93451438,E Wheelchair,N/A,"E Wheelchair, Under Tree",Active
Greenwood Playground,40.65049133,-73.9765499,A,N/A,"A, In Playground",Active
Rufus King Park,40.70421344,-73.80354463,A,N/A,"A, Under Tree, Just Outside Playground",Active
Courtney Callender Playground,40.81025363,-73.9398935,D,N/A,"D, In Playground, Near Ballfield",Active
Central Park,40.79728187,-73.95893688,E Wheelchair Dog,N/A,"E Wheelchair Dog, Out in Open, Under Tree",Active
Big Bush Park,40.7390693,-73.90281255,A,N/A,"A, Near Ballfield",Active
Loreto Playground,40.84897941,-73.85206099,A,N/A,"A, In Playground",Active
Franklin D. Roosevelt Boardwalk and Beach,40.57812246,-74.07829442,E Wheelchair Child,N/A,"E Wheelchair Child, Out in Open",Active
Queensbridge Park,40.75723257,-73.94810915,C,N/A,"C, Out in Open",Active
Utopia Playground,40.7305246,-73.79270914,A,N/A,"A, Just Outside Playground",Active
Half-Nelson Playground,40.84676633,-73.91924559,C,N/A,"C, Under Tree",Active
Claremont Park,40.84146286,-73.90684472,CS Metal,N/A,"CS Metal, Out in Open",Active
Mae Grant Playground,40.79242486,-73.94939622,A,N/A,"A, Under Tree, Near Ballfield, In Playground",Active
Cadman Plaza Park,40.69863899,-73.99077119,A,N/A,"A, Out in Open",Active
Brevoort Playground,40.68014219,-73.92256564,E Wheelchair,N/A,"E Wheelchair, In Playground",Active
Pelham Bay Park,40.86641222,-73.79414571,C,N/A,"C, Out in Open",Active
Colden Playground,40.77012501,-73.8269803,A,N/A,"A, In Playground, Out in Open",Active
Redfern Playground,40.61112227,-73.74939516,D,N/A,"D, Near Ballfield",Active
Plaut Triangle,40.75838173,-73.79721862,C,N/A,"C, Out in Open",Active
Van Cortlandt Park,40.89713022,-73.89485369,C,N/A,"C, Out in Open",Active
Calvert Vaux Park,40.58689489,-73.9942907,A,N/A,"A, Out in Open, Near Ballfield",Active
Central Park,40.78222162,-73.97118853,B,N/A,"B, In Playground",Active
Dyker Beach Park,40.61201042,-74.01535788,C,N/A,"C, Near Ballfield",Active
Manhattan Beach Park,40.57596317,-73.9463516,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Parkside Playground,40.65650773,-73.95475889,CS Concrete,N/A,"CS Concrete, Just Outside Playground",Active
Forest Park,40.7007184,-73.85266966,A,N/A,"A, Out in Open",Active
South Rochdale Playground,40.67387066,-73.76938063,D,N/A,"D, Under Tree",Active
Fox Playground,40.81494893,-73.89847366,F High Low,N/A,"F High Low, In Playground",Active
Sakura Park,40.81351754,-73.96200436,B,N/A,"B, Out in Open",Active
Corporal John A. Seravalli Playground,40.73922061,-74.00455943,E Wheelchair,N/A,"E Wheelchair, Just Outside Playground, Near Ballfield",Active
John V. Lindsay East River Park,40.71441885,-73.97610712,E Wheelchair,N/A,"E Wheelchair, Near Ballfield",Active
Andrew Haswell Green Park,40.76044292,-73.95649953,F,N/A,"F, In Shade",Active
Washington Hall Park,40.69534544,-73.96710336,C,N/A,"C, Under Tree, Out in Open, In Playground",Active
Coney Island Beach & Boardwalk,40.57313284,-73.97909388,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Flushing Meadows Corona Park,40.74415897,-73.84515064,D,N/A,"D, Out in Open",Active
Rockaway Beach,40.57747165,-73.83689276,Trough,N/A,"Trough, Out in Open",Active
Shore Park and Parkway,40.63163667,-74.03931254,E Wheelchair,N/A,"E Wheelchair, In Playground",Active
Frederick Douglass Playground,40.79699333,-73.96773484,A,N/A,"A, In Shade, In Playground, Near Ballfield",Active
Central Park,40.7812825,-73.96356873,E Wheelchair Dog,N/A,"E Wheelchair Dog, Out in Open",Active
Bushwick Playground,40.69609729,-73.91183604,C,N/A,"C, Under Tree, In Shade, Out in Open, Near Ballfield, Just Outside Playground",Active
Riverdale Playground,40.88737099,-73.91426051,A,N/A,"A, In Shade, Under Tree",Active
Kissena Corridor Park,40.7494426,-73.82269158,C,N/A,"C, Near Ballfield",Active
Gravesend Park,40.62356189,-73.98433618,C,N/A,"C, Near Ballfield",Active
Macombs Dam Park,40.82759051,-73.92824425,Trough,N/A,"Trough, Out in Open, Near Ballfield, Just Outside Playground",Active
City Line Park,40.67958348,-73.87475406,A,N/A,"A, Out in Open, Near Ballfield",Active
Asser Levy Park,40.57486377,-73.97015875,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Bloomingdale Park,40.53336443,-74.20910231,D,N/A,"D, Near Ballfield",Active
Admiral Park,40.77087863,-73.73761334,D,N/A,"D, In Playground",Active
Telephone Playground,40.73850823,-73.75645497,D,N/A,"D, In Playground",Active
Alley Pond Park,40.74230472,-73.74136505,Other,N/A,"Other, Out in Open",Active
Harlem River Park,40.80729513,-73.93493448,Other,N/A,"Other, Under Tree, Near Ballfield",Active
Clawson Playground,40.5610638,-74.12387267,A,N/A,"A, Near Ballfield",Active
Ehrenreich-Austin Playground,40.71576286,-73.8370054,CS Concrete,N/A,"CS Concrete, In Playground",Active
Riverside Park,40.80113101,-73.9737489,E Wheelchair,N/A,"E Wheelchair, Near Ballfield",Active
Beanstalk Playground,40.8538453,-73.91666129,D,N/A,"D, In Playground, Under Tree",Active
Steeplechase Park,40.57337795,-73.98338791,E Wheelchair,N/A,"E Wheelchair, Out in Open, Just Outside Playground",Active
Andries Playground,40.62304153,-73.94639523,D,N/A,"D, Out in Open, In Playground",Active
Zimmerman Playground,40.86613479,-73.86870571,C,N/A,"C, Under Tree",Active
Bathgate Playground,40.85210906,-73.89451248,C,N/A,"C, In Playground",Active
Davidson Playground,40.85495264,-73.90760329,C,N/A,"C, Under Tree, In Playground",Active
Morningside Park,40.80300184,-73.95877929,Bottle Filler,N/A,"Bottle Filler, Near Ballfield, Just Outside Playground",Active
Central Park,40.78335462,-73.96982877,E Wheelchair,N/A,"E Wheelchair, Under Tree, In Shade, Out in Open",Active
Herbert Von King Park,40.69008798,-73.94647042,C,N/A,"C, In Playground",Active
Paul Raimonda Playground,40.77278758,-73.8977419,E Wheelchair,N/A,"E Wheelchair, In Playground",Active
Grand Central Parkway Extension,40.76008516,-73.85374186,B,N/A,"B, Out in Open",Active
Homecrest Playground,40.58641811,-73.95728727,A,N/A,"A, In Playground",Active
Minetta Playground,40.73055567,-74.00149104,C,N/A,"C, Under Tree",Active
Central Park,40.79876195,-73.95863871,B,N/A,"B, Out in Open",Active
Thomas Greene Playground,40.68022984,-73.9855927,A,N/A,"A, Out in Open",Active
Breukelen Ballfields,40.65048512,-73.89148167,C,N/A,"C, Out in Open, Near Ballfield",Active
Washington Park,40.67248597,-73.98589252,E Wheelchair,N/A,"E Wheelchair, In Playground",Active
Juniper Valley Park,40.71975353,-73.88481688,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Grove Hill Playground,40.81987204,-73.90855022,C,N/A,"C, Out in Open, In Playground",Active
Ambrosini Field,40.84418902,-73.78510353,C,N/A,"C, Under Tree",Active
Potomac Playground,40.68208945,-73.94431918,A,N/A,"A, Under Tree, In Playground",Active
Grand Central Parkway Extension,40.7369305,-73.84564772,D,N/A,"D, Out in Open, In Playground",Active
Kissena Park,40.74904131,-73.80654244,D,N/A,"D, Under Tree, In Shade",Active
Joseph C. Sauer Park,40.72816374,-73.97938499,A,N/A,"A, In Shade, In Playground",Active
Cambria Playground,40.68959752,-73.74345177,D,N/A,"D, Near Ballfield",Active
Wards Island Park,40.78299763,-73.93072535,Pedestal,N/A,"Pedestal, Out in Open",Active
Matthew P. Sapolin Playground,40.77767918,-73.98414381,D,N/A,"D, Under Tree, Near Ballfield, In Playground",Active
Central Park,40.77258346,-73.96771964,B,N/A,"B, Out in Open",Active
Floyd Patterson Ballfields,40.66057977,-73.90394076,C,N/A,"C, Near Ballfield",Active
West Playground,40.5874775,-73.97006482,E Wheelchair,N/A,"E Wheelchair, Out in Open, Near Ballfield",Active
Flushing Meadows Corona Park,40.74716625,-73.83641463,A,N/A,"A, Under Tree",Active
Commodore Barry Park,40.69802978,-73.97863395,A,N/A,"A, In Playground, Under Tree",Active
Alley Athletic Playground,40.73951743,-73.73607689,A,N/A,"A, Out in Open",Active
Albert Capsouto Park,40.72192422,-74.00572695,D,N/A,D,Active
Pelham Bay Park,40.85183352,-73.82475397,Trough,N/A,"Trough, Out in Open",Active
Carver Playground,40.68026632,-73.9208885,C,N/A,"C, In Playground, Near Ballfield",Active
Colgate Close,40.82388709,-73.88142848,B,N/A,"B, In Playground, Under Tree",Active
Manhattan Beach Park,40.57614737,-73.94177529,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Gravesend Park,40.62341045,-73.98392977,C,N/A,"C, Just Outside Playground, Out in Open",Active
Prall Playground,40.62868513,-74.11780465,A,N/A,"A, Near Ballfield",Active
Bennett Park,40.85273344,-73.93776786,E Wheelchair,N/A,"E Wheelchair, Under Tree",Active
Cherry Clinton Playground,40.71140058,-73.98647459,B,N/A,"B, Under Tree, Near Ballfield, In Playground",Active
Prospect Park,40.6636179,-73.97403862,E Wheelchair,N/A,E Wheelchair,Active
Ocean Hill Playground,40.67419288,-73.91223779,D,N/A,"D, Out in Open",Active
Roebling Playground,40.7063318,-73.9621078,CS Concrete,N/A,"CS Concrete, Just Outside Playground, Out in Open",Active
Clark Playground,40.81353968,-73.92112182,CS Metal,N/A,"CS Metal, Out in Open, In Playground",Active
Louis Armstrong Playground,40.75473962,-73.85557494,A,N/A,"A, Under Tree",Active
Flushing Meadows Corona Park,40.7454987,-73.84578786,A,N/A,"A, Out in Open",Active
Abigail Playground,40.81731192,-73.90471798,A,N/A,"A, In Playground, Out in Open",Active
McDonald Playground,40.60132459,-73.97217035,C,N/A,"C, In Playground",Active
McCaffrey Playground,40.75898004,-73.99159443,B,N/A,"B, In Playground, Near Ballfield",Active
John Jay Park,40.76971927,-73.94883765,Other,N/A,"Other, Out in Open",Active
Alley Pond Park,40.74157796,-73.7413029,A,N/A,"A, In Shade, Out in Open",Active
Van Voorhees Park,40.69080265,-73.99970114,C,N/A,"C, Near Ballfield",Active
Parade Ground,40.65015132,-73.97070485,A,N/A,"A, Under Tree, Near Ballfield",Active
Big Bush Park,40.74016471,-73.90202522,A,N/A,"A, Near Ballfield",Active
Lyons Square Park,40.82296351,-73.88808885,F High Low Dog,N/A,"F High Low Dog, In Playground",Active
Flushing Meadows Corona Park,40.74457092,-73.83993757,A,N/A,"A, Under Tree",Active
Midland Field,40.57689781,-74.09912488,A,N/A,"A, In Playground",Active
Dyker Beach Park,40.60671801,-74.01930322,A,N/A,"A, Near Ballfield",Active
Hero Park,40.63029691,-74.08717572,B,N/A,"B, In Shade",Active
Sara D. Roosevelt Park,40.7173266,-73.99386259,F,N/A,"F, Under Tree, Just Outside Playground, Near Ballfield",Active
Hillside Dog Park,40.70174175,-73.99434856,E Wheelchair Dog,N/A,"E Wheelchair Dog, Under Tree, In Shade",Active
Bath Beach Park,40.6023628,-74.01152597,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Riverside Park,40.80990245,-73.96692232,B,N/A,"B, Under Tree, Out in Open",Active
College Point Park,40.78592959,-73.84590261,A,N/A,"A, Under Tree",Active
Francis Lewis Park,40.79623064,-73.82562659,CS Concrete,N/A,"CS Concrete, Under Tree",Active
Hudson Park,40.75608438,-73.99991994,F,N/A,"F, Just Outside Playground",Active
Pomonok Playground,40.73609176,-73.8140967,CS Concrete,N/A,"CS Concrete, In Playground",Active
Charlton Garden,40.82475372,-73.90716354,D,N/A,"D, Out in Open",Active
Rappaport Playground,40.63686943,-74.00075273,C,N/A,"C, Out in Open, In Playground",Active
Murphy Brothers Playground,40.73025347,-73.97362391,A,N/A,"A, Near Ballfield, Just Outside Playground",Active
Forest Park,40.70073174,-73.8527586,A,N/A,"A, Just Outside Playground",Active
Neighborhood Parks,40.689727,-73.99689961,C,N/A,"C, In Playground",Active
Railroad Playground,40.64915473,-73.91415694,C,N/A,"C, Out in Open, In Playground",Active
Hoyt Playground,40.77181075,-73.91682692,C,N/A,"C, Out in Open, Under Tree, In Shade",Active
Collect Pond Park,40.71649772,-74.00185745,F,N/A,"F, Under Tree",Active
Astoria Heights Playground,40.76099467,-73.91133352,Other,N/A,"Other, Just Outside Playground",Active
Pulaski Playground,40.69342928,-73.94191355,C,N/A,"C, In Playground, Near Ballfield",Active
Grand Army Plaza,40.67211778,-73.97043638,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Cunningham Park,40.73506687,-73.76796153,A,N/A,"A, Out in Open, Near Ballfield",Active
Yak Playground,40.5922047,-73.93682565,Other,N/A,"Other, In Playground",Active
Col. Young Playground,40.8198394,-73.93587657,A,N/A,"A, Under Tree, Just Outside Playground, Near Ballfield",Active
Forest Park,40.69740014,-73.85664807,A,N/A,"A, Out in Open",Active
Watson Gleason Playground,40.82819594,-73.86899507,C,N/A,"C, Near Ballfield, In Playground",Active
Coney Island Beach & Boardwalk,40.57236889,-73.98895281,Trough,N/A,"Trough, In Playground, Out in Open",Active
Burns Playground,40.86280967,-73.83666187,C,N/A,"C, Under Tree",Active
Fort Tryon Park,40.86507762,-73.92940405,C,N/A,"C, In Playground",Active
St. Nicholas Park,40.82049406,-73.94667737,A,N/A,"A, Just Outside Playground, Near Ballfield, Under Tree",Active
Red Hook Recreation Area,40.67115621,-74.00466957,A,N/A,"A, Out in Open",Active
Hart Playground,40.74875338,-73.89725879,CS Concrete,N/A,"CS Concrete, Out in Open",Active
Monsignor Raul Del Valle Square,40.82072266,-73.89055193,B,N/A,"B, Under Tree",Active
Joseph Austin Playground,40.71597243,-73.80128173,A,N/A,"A, In Playground",Active
Mahoney Playground,40.64323435,-74.08614102,C,N/A,"C, Out in Open",Active
"Phil ""Scooter"" Rizzuto Park",40.6942801,-73.82092199,A,N/A,"A, Out in Open",Active
Cedar Playground,40.85480076,-73.91708649,B,N/A,"B, Under Tree",Active
McCarren Park,40.72127927,-73.95289157,A,N/A,"A, Near Ballfield, Out in Open",Active
William Sheridan Playground,40.71510699,-73.96433243,A,N/A,"A, In Playground",Active
Williamsbridge Oval,40.87715946,-73.87856011,E Wheelchair Child,N/A,"E Wheelchair Child, In Playground, Out in Open",Active
Flushing Meadows Corona Park,40.74035292,-73.841311,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Rockaway Beach and Boardwalk,40.59143733,-73.77520249,Trough,N/A,"Trough, Out in Open",Active
Peter's Field,40.7359489,-73.98182421,D,N/A,"D, Out in Open",Active
Samuel Seabury Playground,40.78545332,-73.95093283,E Wheelchair Child,N/A,"E Wheelchair Child, Out in Open",Active
